timestamp,theta,delta,attention,meditation,low_alpha,high_alpha,low_beta,high_beta,low_gamma,mid_gamma,poor_signal,blink_strength,IBI,BPM,SDNN_over_RMSSD,CVNN,SDNN,RMSSD,pNN10,pNN20,pNN30,pNN40,pNN50,LF,HF,LF_over_HF,stimu_num,event
2023-07-12_17:41:23.010612,7941,20928,47,77,3598,6744,4766,6200,3498,3540,0,0,944,69,0.851689808,0.061688707,55.5157235,65.18303143,0.9,0.766666667,0.7,0.566666667,0.4,0,0,0,3,
2023-07-12_17:41:24.032069,16880,8433,57,74,9200,8467,4777,13575,3937,3897,0,0,976,68,0.871856744,0.063136738,57.02089286,65.40167666,0.9,0.8,0.733333333,0.566666667,0.4,0,0,0,3,
2023-07-12_17:41:25.055362,12003,7391,60,74,4918,9602,10277,5136,5690,1329,0,0,846,69,0.829991944,0.0637868,57.56546032,69.35664948,0.9,0.833333333,0.766666667,0.6,0.433333333,0,0,0,3,
2023-07-12_17:41:26.078799,30105,37906,63,69,6506,1368,2900,5218,1250,846,0,0,962,67,0.817349427,0.063336006,57.54287291,70.40180248,0.866666667,0.8,0.733333333,0.6,0.433333333,0,0,0,3,
2023-07-12_17:41:27.103093,25282,37373,61,67,8421,11145,3674,12168,4827,1786,0,0,938,65,0.812475952,0.063090301,57.29440539,70.51827838,0.866666667,0.8,0.7,0.566666667,0.433333333,0,0,0,3,
2023-07-12_17:41:28.127116,9905,75156,51,74,7994,5004,1970,2411,1883,447,0,0,796,66,0.807820075,0.066305393,59.8516685,74.09034559,0.866666667,0.833333333,0.733333333,0.6,0.466666667,0,0,0,3,
2023-07-12_17:41:29.150540,1970,4132,60,75,2970,1640,1003,3749,1586,505,0,0,880,66,0.79666728,0.06641643,59.93418613,75.23113809,0.866666667,0.833333333,0.733333333,0.6,0.466666667,0,0,0,3,
2023-07-12_17:41:30.177031,31768,36206,63,75,4490,6399,7511,7291,2863,4382,0,0,900,66,0.800689659,0.066180968,59.64670057,74.49415622,0.866666667,0.833333333,0.7,0.566666667,0.466666667,0,0,0,3,
2023-07-12_17:41:31.199417,3382,5444,60,87,13773,8191,3272,5084,8881,1186,0,0,792,66,0.80596027,0.067294647,60.19730522,74.69016461,0.866666667,0.833333333,0.7,0.566666667,0.466666667,0,0,0,3,
2023-07-12_17:41:32.222920,22571,13072,70,66,3456,447,9962,9637,8103,3915,0,0,862,68,0.798022048,0.067704095,60.39205246,75.6771728,0.866666667,0.8,0.666666667,0.566666667,0.466666667,0,0,0,3,
2023-07-12_17:41:33.262012,16561,70791,64,63,10104,6631,7167,10391,8135,4035,0,0,948,67,0.777824574,0.067425922,60.1259419,77.3001316,0.866666667,0.8,0.666666667,0.6,0.5,0,0,0,3,
2023-07-12_17:41:34.287397,23485,117393,50,67,13806,2874,1790,4620,9342,2677,0,0,840,68,0.766271377,0.067622425,60.07125399,78.3942292,0.866666667,0.833333333,0.7,0.633333333,0.533333333,0,0,0,3,
2023-07-12_17:41:35.311629,25041,56072,34,78,5218,4829,3748,1519,1165,472,0,0,978,68,0.773125241,0.069398489,61.92195805,80.09304933,0.866666667,0.833333333,0.7,0.633333333,0.533333333,0,0,0,3,
2023-07-12_17:41:36.335957,18195,144498,29,70,4288,4533,13214,5292,4107,1745,0,0,880,68,0.735563094,0.067927206,60.41445743,82.13361696,0.866666667,0.833333333,0.7,0.633333333,0.533333333,0,0,0,3,
2023-07-12_17:41:37.360322,7848,11685,43,67,11611,6089,7212,6032,4185,1574,0,0,942,67,0.734836666,0.066918863,59.45964084,80.91545183,0.9,0.866666667,0.733333333,0.666666667,0.566666667,0,0,0,3,
2023-07-12_17:41:38.384602,14525,12503,47,63,5361,2755,7216,4416,2821,2243,0,0,976,66,0.760396094,0.068797608,61.372053,80.71063682,0.9,0.866666667,0.733333333,0.633333333,0.533333333,0,0,0,3,
2023-07-12_17:41:39.412685,21615,17777,64,63,11850,713,3683,14328,4749,1458,0,0,878,66,0.744021423,0.068766338,61.25705402,82.33237935,0.9,0.866666667,0.733333333,0.633333333,0.566666667,0,0,0,3,
2023-07-12_17:41:40.435501,5584,24818,63,77,5778,17148,9743,4676,5410,1337,0,0,960,65,0.743511264,0.067529101,59.98384968,80.67645044,0.9,0.866666667,0.733333333,0.633333333,0.6,0,0,0,3,
2023-07-12_17:41:41.460186,10734,70838,66,74,6600,4997,1637,6767,5153,1483,0,0,924,65,0.740672647,0.066914075,59.62490158,80.50101734,0.9,0.866666667,0.733333333,0.6,0.566666667,0,0,0,3,
2023-07-12_17:41:42.482705,68294,264216,61,80,56596,10518,16519,15004,7788,2436,0,0,810,66,0.738405801,0.069074733,61.3752031,83.11852775,0.9,0.866666667,0.733333333,0.6,0.6,0,0,0,3,
2023-07-12_17:41:43.509881,49908,78227,47,78,6303,6003,3793,3637,2102,750,0,0,922,65,0.725658821,0.069009804,61.45553044,84.68929013,0.9,0.866666667,0.766666667,0.633333333,0.633333333,0,0,0,3,
2023-07-12_17:41:44.532018,31620,122118,43,70,12153,28704,21777,9436,3580,1266,0,0,942,65,0.701045634,0.066217137,59.29965336,84.58743691,0.9,0.866666667,0.733333333,0.6,0.6,0,0,0,3,
2023-07-12_17:41:45.560829,31186,10686,38,60,1495,4564,2385,7058,4489,3901,0,0,870,65,0.65977145,0.060210553,54.13731512,82.05464958,0.9,0.866666667,0.733333333,0.633333333,0.633333333,0,0,0,3,
2023-07-12_17:41:46.583945,72445,25332,38,50,9464,12534,12181,8470,4847,1991,0,0,828,66,0.675983332,0.062013414,55.62189817,82.2829433,0.9,0.866666667,0.733333333,0.633333333,0.6,0,0,0,3,
2023-07-12_17:41:47.608955,9746,39873,47,50,1511,1288,1343,2115,2627,183,0,0,942,66,0.666323814,0.061342884,55.2249541,82.88005459,0.9,0.866666667,0.733333333,0.633333333,0.6,0,0,0,3,
2023-07-12_17:41:48.635447,7603,22399,54,48,5128,4161,2771,6554,3381,4135,0,0,846,66,0.666494398,0.061098103,55.01680551,82.5465386,0.933333333,0.9,0.766666667,0.666666667,0.633333333,0,0,0,3,
2023-07-12_17:41:49.658685,126719,276423,44,53,20334,13678,10019,8682,5196,1612,0,0,926,67,0.653052504,0.060715218,54.63560093,83.66188107,0.933333333,0.9,0.766666667,0.666666667,0.633333333,0,0,0,3,
2023-07-12_17:41:50.683591,25801,53608,48,66,32411,7412,4589,8389,3330,2123,0,0,994,66,0.685135992,0.061700693,55.55941764,81.09253973,0.933333333,0.9,0.766666667,0.7,0.666666667,0,0,0,3,
2023-07-12_17:41:51.706302,7832,7547,54,75,7270,5967,2499,9627,3873,1158,0,0,948,65,0.700651519,0.061117792,55.24233481,78.84423754,0.933333333,0.9,0.766666667,0.7,0.633333333,0,0,0,3,
2023-07-12_17:41:52.732004,15878,38421,40,77,2815,9169,1522,1388,1334,438,0,0,850,66,0.681172266,0.061222083,55.11620048,80.91374718,0.933333333,0.9,0.766666667,0.7,0.633333333,0,0,0,3,
2023-07-12_17:41:53.756632,14427,36572,40,77,2447,2968,2513,1058,1034,446,0,0,932,66,0.659898385,0.060329663,54.25245514,82.21334735,0.966666667,0.933333333,0.8,0.733333333,0.666666667,0,0,0,3,
2023-07-12_17:41:54.777848,40932,8352,37,70,13295,12870,2916,6806,3762,3529,0,0,994,65,0.717398851,0.062666724,56.47107421,78.71642689,0.966666667,0.933333333,0.833333333,0.766666667,0.7,0,0,0,3,
2023-07-12_17:41:55.800568,30141,181432,20,63,5947,2773,7110,2203,679,711,0,0,826,65,0.680380487,0.060996122,55.00630267,80.84638477,0.966666667,0.933333333,0.833333333,0.766666667,0.666666667,0,0,0,3,
2023-07-12_17:41:56.822685,13872,36419,34,66,15406,8015,1676,8428,6725,747,0,0,856,66,0.708352767,0.061774835,55.61794275,78.51729438,0.966666667,0.933333333,0.866666667,0.766666667,0.666666667,0,0,0,3,
2023-07-12_17:41:57.847656,16305,9455,41,74,10656,3108,2915,5443,2856,2692,0,0,886,66,0.672103055,0.057504783,51.95365456,77.3001316,0.966666667,0.933333333,0.866666667,0.733333333,0.633333333,0,0,0,3,
2023-07-12_17:41:58.868001,7904,24278,56,63,344,3304,6984,6413,3331,1902,0,0,796,67,0.697900606,0.061246554,55.17906205,79.06435615,0.966666667,0.933333333,0.866666667,0.733333333,0.633333333,0,0,0,3,
2023-07-12_17:41:59.888106,18971,11984,63,75,18799,3721,2533,5265,2416,2075,0,0,898,67,0.686282086,0.060643768,54.70876428,79.71760503,0.966666667,0.966666667,0.9,0.766666667,0.666666667,0,0,0,3,
2023-07-12_17:42:00.908338,3563,16769,56,83,31716,9580,2905,4931,5150,5272,0,0,944,67,0.703401241,0.060533911,54.60158728,77.6250937,0.966666667,0.966666667,0.9,0.766666667,0.633333333,0,0,0,3,
2023-07-12_17:42:01.928394,19964,22629,51,91,41439,19354,2978,6164,2629,1945,0,0,832,68,0.730955682,0.059017239,53.07223589,72.60663976,0.966666667,0.966666667,0.9,0.766666667,0.6,0,0,0,3,
2023-07-12_17:42:02.949106,142002,877112,35,94,30237,10899,5963,14500,5811,2566,0,0,878,69,0.735473987,0.059049873,53.0976459,72.19513786,0.966666667,0.966666667,0.9,0.766666667,0.566666667,0,0,0,3,
2023-07-12_17:42:03.969084,34038,277645,26,83,9371,900,1273,1763,1139,289,0,0,890,68,0.729889342,0.058517788,52.51776419,71.95304983,0.966666667,0.933333333,0.866666667,0.733333333,0.533333333,0,0,0,3,
2023-07-12_17:42:04.988843,10642,13781,29,74,6220,16610,3784,6640,4164,3825,0,0,746,69,0.765469571,0.064152859,57.08321411,74.57280636,0.966666667,0.933333333,0.866666667,0.766666667,0.566666667,0,0,0,3,
2023-07-12_17:42:06.015366,23654,15689,34,54,3699,5176,13335,3847,5854,4108,0,0,890,69,0.72004752,0.064076786,57.04115473,79.21859761,0.966666667,0.933333333,0.866666667,0.766666667,0.566666667,0,0,0,4,100
2023-07-12_17:42:07.035999,34086,96974,34,43,690,1676,1595,2661,2263,602,0,0,864,68,0.716534009,0.062785555,55.70752991,77.74582814,0.966666667,0.933333333,0.833333333,0.733333333,0.533333333,0,0,0,4,
2023-07-12_17:42:08.056893,28343,77628,38,47,11950,4317,2439,3564,1317,1183,0,0,774,69,0.767493877,0.066680777,58.83022655,76.65237248,0.966666667,0.933333333,0.833333333,0.766666667,0.566666667,0,0,0,4,
2023-07-12_17:42:09.077276,18850,16591,37,43,12267,16012,11886,6862,7653,1605,0,0,892,70,0.744443591,0.064738959,57.29397874,76.96214923,0.966666667,0.933333333,0.833333333,0.766666667,0.566666667,0,0,0,4,
2023-07-12_17:42:10.099266,14425,12933,43,56,24452,9001,9108,12168,7483,3249,0,0,902,70,0.74094685,0.064427113,56.97504327,76.89491262,0.966666667,0.9,0.8,0.733333333,0.533333333,0,0,0,4,
2023-07-12_17:42:11.120490,10674,32704,44,75,5475,2151,1356,1824,4590,791,0,0,986,68,0.762764081,0.066574815,58.97197074,77.31351312,0.966666667,0.9,0.833333333,0.766666667,0.566666667,0,0,0,4,
2023-07-12_17:42:12.140643,26729,87007,53,78,27207,10257,19920,13652,4121,1455,0,0,798,69,0.722101922,0.069047433,60.99650263,84.47076621,0.966666667,0.9,0.833333333,0.766666667,0.566666667,0,0,0,4,
2023-07-12_17:42:13.160846,9832,12392,64,67,1782,4016,6316,11334,5082,3717,0,0,558,71,0.804980928,0.095812612,83.66996009,103.9403012,0.966666667,0.9,0.833333333,0.766666667,0.6,0,0,0,4,
2023-07-12_17:42:14.183570,7316,58157,61,67,7283,5491,2034,3192,2203,604,0,0,600,84,1.203873524,0.144506353,121.3853368,100.8289778,0.9,0.833333333,0.8,0.733333333,0.533333333,0,0,0,4,
2023-07-12_17:42:15.209091,33191,15658,75,48,677,2166,3725,18477,2023,4287,0,0,790,84,1.11043634,0.141912037,118.2411096,106.4816643,0.9,0.833333333,0.8,0.733333333,0.533333333,0,0,0,4,
2023-07-12_17:42:16.233534,19676,185518,53,38,2704,1297,1342,349,306,229,0,0,826,85,1.106319561,0.140272954,116.3049822,105.1278368,0.9,0.833333333,0.8,0.7,0.533333333,0,0,0,4,
2023-07-12_17:42:17.254796,8098,64902,48,50,12562,3521,3141,7196,3009,2057,0,0,886,85,1.11551874,0.140544928,116.6991383,104.6142339,0.9,0.833333333,0.8,0.7,0.533333333,0,0,0,4,
2023-07-12_17:42:18.276768,11096,35570,38,77,22099,11366,7845,4691,5114,1871,0,0,760,87,1.081868881,0.136186314,111.7000149,103.247276,0.9,0.833333333,0.766666667,0.666666667,0.5,0,0,0,4,
2023-07-12_17:42:19.298822,11096,35570,38,77,22099,11366,7845,4691,5114,1871,0,0,868,87,1.064960286,0.136161842,111.6708656,104.8591831,0.9,0.833333333,0.766666667,0.666666667,0.5,0,0,0,4,
2023-07-12_17:42:20.319969,13231,5311,56,81,3755,3911,1299,5110,2487,2448,0,0,922,83,1.075753765,0.137439703,113.158689,105.1901398,0.9,0.833333333,0.766666667,0.666666667,0.533333333,0,0,0,4,
2023-07-12_17:42:21.342461,65059,53129,48,74,18241,11018,16831,7460,4661,3069,0,0,918,77,1.088073738,0.138474515,114.2968649,105.0451463,0.866666667,0.8,0.733333333,0.666666667,0.533333333,0,0,0,4,
2023-07-12_17:42:22.374351,2321,10267,54,64,1593,1466,1595,1578,509,611,0,0,806,72,1.075747314,0.138299959,113.7839864,105.7720385,0.866666667,0.8,0.733333333,0.7,0.566666667,0,0,0,4,
2023-07-12_17:42:23.394478,19790,59459,56,61,10012,8098,5765,9819,3797,2799,0,0,896,70,1.085574647,0.138505788,114.4150146,105.3958057,0.866666667,0.8,0.733333333,0.7,0.566666667,0,0,0,4,
2023-07-12_17:42:24.414862,99129,363755,40,51,6601,6580,2057,3153,3662,352,0,0,926,69,1.094236765,0.139189954,115.1100922,105.1966959,0.866666667,0.8,0.733333333,0.666666667,0.533333333,0,0,0,4,
2023-07-12_17:42:25.437410,15917,38934,53,54,13797,7379,11406,14707,10397,3020,0,0,828,68,1.075194131,0.138121687,113.8214782,105.8613276,0.833333333,0.766666667,0.7,0.633333333,0.566666667,0,0,0,4,
2023-07-12_17:42:26.462477,57443,551073,47,47,9540,7459,20949,9656,3897,3010,0,0,886,68,1.078198075,0.138470806,114.3584229,106.0643916,0.833333333,0.766666667,0.7,0.633333333,0.566666667,0,0,0,4,
2023-07-12_17:42:27.485386,44550,16060,37,44,10751,7780,2767,5415,4293,1431,0,0,946,67,1.088218292,0.14011144,116.0309537,106.6247044,0.833333333,0.766666667,0.7,0.633333333,0.6,0,0,0,4,
2023-07-12_17:42:28.503504,7114,30147,57,61,5256,13348,4192,10223,1745,2624,0,0,844,67,1.100678867,0.13973629,115.5060172,104.9407058,0.833333333,0.8,0.733333333,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:29.527921,10077,171830,41,60,4437,517,2110,893,430,184,0,0,794,68,1.125687154,0.13850296,114.7081514,101.90056,0.833333333,0.8,0.733333333,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:30.555456,16118,38157,54,64,9164,6215,9706,17560,8536,1355,0,0,866,68,1.103496785,0.138355694,114.5123962,103.7722971,0.866666667,0.833333333,0.766666667,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:31.582386,8716,18782,69,64,8784,5484,9771,13555,13410,3553,0,0,764,69,1.102797175,0.13933826,114.8611722,104.1543947,0.866666667,0.833333333,0.8,0.7,0.666666667,0,0,0,4,
2023-07-12_17:42:32.607429,26485,4677,66,56,10179,1887,4093,10016,7522,4308,0,0,930,69,1.090268294,0.139826135,115.9904402,106.3870617,0.866666667,0.833333333,0.8,0.7,0.666666667,0,0,0,4,
2023-07-12_17:42:33.636783,6314,30028,74,61,5082,2451,2468,1888,2373,505,0,0,908,69,1.092659174,0.140124622,116.3127776,106.4492756,0.866666667,0.833333333,0.766666667,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:34.661968,3514,25578,67,70,15727,6587,5867,6371,11803,1818,0,0,826,69,1.085981813,0.139624062,115.5435656,106.3954886,0.866666667,0.866666667,0.8,0.7,0.666666667,0,0,0,4,
2023-07-12_17:42:35.686835,11716,26899,69,64,1651,4321,6388,12562,7152,3365,0,0,844,69,1.111797613,0.135881043,111.8029218,100.5604982,0.866666667,0.833333333,0.766666667,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:36.713089,49481,31455,67,57,5330,5517,7608,13198,3229,2471,0,0,928,69,1.427730052,0.138130696,114.4827207,80.18513062,0.833333333,0.8,0.733333333,0.633333333,0.6,0,0,0,4,
2023-07-12_17:42:37.739563,10836,17526,66,51,960,3427,1327,1858,1059,537,0,0,822,68,1.246136037,0.122836866,102.8881593,82.56575227,0.833333333,0.8,0.733333333,0.633333333,0.6,0,0,0,4,
2023-07-12_17:42:38.766382,7430,146728,64,51,11234,14789,4282,7263,1875,3095,0,0,878,68,1.069461406,0.104918041,88.99847689,83.21803518,0.866666667,0.833333333,0.766666667,0.666666667,0.633333333,0,0,0,4,
2023-07-12_17:42:39.794102,24082,3396,48,64,22167,10250,5931,4770,7815,1441,0,0,974,68,0.870856034,0.085605345,73.80322185,84.74790202,0.9,0.866666667,0.8,0.7,0.666666667,0,0,0,4,
2023-07-12_17:42:40.821531,5006,23016,53,69,548,2099,2604,2575,2128,977,0,0,882,67,0.703308409,0.063691194,55.50899827,78.92554326,0.9,0.866666667,0.8,0.7,0.7,0,0,0,4,
2023-07-12_17:42:41.847345,20840,67187,47,67,2935,3265,1290,1726,1323,1621,0,0,872,67,0.678913582,0.061086568,53.40595056,78.66384176,0.9,0.833333333,0.766666667,0.666666667,0.666666667,0,0,0,4,
2023-07-12_17:42:42.874631,11854,42954,50,57,3866,2646,988,5001,2843,1014,0,0,902,67,0.677035402,0.060282882,52.85603088,78.06981844,0.9,0.833333333,0.766666667,0.666666667,0.666666667,0,0,0,4,
2023-07-12_17:42:43.904102,9932,11574,67,47,6006,3503,9587,18279,5768,1316,0,0,784,67,0.715521732,0.063382938,55.36288368,77.37414698,0.9,0.833333333,0.8,0.666666667,0.666666667,0,0,0,4,
2023-07-12_17:42:44.931170,16772,30826,56,53,11973,1169,2806,2535,3246,691,0,0,876,68,0.667867351,0.058355496,51.19722215,76.6577706,0.9,0.833333333,0.8,0.666666667,0.666666667,0,0,0,4,
2023-07-12_17:42:45.957825,13260,24897,80,44,3344,689,6519,20816,6150,2398,0,0,914,68,0.67581346,0.058691638,51.58212438,76.32597967,0.9,0.833333333,0.8,0.633333333,0.633333333,0,0,0,4,
2023-07-12_17:42:46.982806,44908,24487,78,44,8340,11815,2021,14705,10881,1934,0,0,816,68,0.664449745,0.059559043,52.13401534,78.46193894,0.9,0.833333333,0.8,0.633333333,0.633333333,0,0,0,4,
2023-07-12_17:42:48.007664,34319,43140,64,50,14283,7335,5965,8427,3092,2432,0,0,858,69,0.680153678,0.057566676,50.3516523,74.02981692,0.933333333,0.833333333,0.8,0.6,0.6,0,0,0,4,
2023-07-12_17:42:49.033458,53337,84059,67,38,7172,3631,3833,8537,2697,2366,0,0,856,69,0.681361249,0.05759389,50.29866356,73.82084557,0.9,0.8,0.766666667,0.566666667,0.566666667,0,0,0,4,
2023-07-12_17:42:50.059357,12670,12694,60,50,7152,2506,2577,8195,2411,1700,0,0,750,70,0.706167523,0.062187389,53.94548689,76.39191147,0.9,0.8,0.766666667,0.6,0.6,0,0,0,4,
2023-07-12_17:42:51.080810,14257,72095,60,43,2145,519,674,3631,1008,900,0,0,864,71,0.684137454,0.060792994,52.59809882,76.88235527,0.933333333,0.833333333,0.8,0.633333333,0.633333333,0,0,0,4,
2023-07-12_17:42:52.100951,49302,482052,63,35,1691,11716,4901,15945,3805,3798,0,0,872,71,0.684959248,0.060175286,52.15191485,76.13871189,0.9,0.8,0.766666667,0.6,0.6,0,0,0,4,
2023-07-12_17:42:53.128919,14778,5291,64,48,3745,12697,6125,5866,8459,2540,0,0,786,71,0.693926916,0.060155572,51.78592687,74.62735008,0.866666667,0.766666667,0.733333333,0.566666667,0.566666667,0,0,0,4,
2023-07-12_17:42:54.155118,18026,33331,66,44,4979,3511,1682,11568,5000,1960,0,0,956,70,0.67588865,0.062926497,54.40624964,80.49587696,0.866666667,0.766666667,0.733333333,0.566666667,0.566666667,0,0,0,4,
2023-07-12_17:42:55.178568,21249,10788,63,61,11139,19980,3654,7767,3863,4863,0,0,964,69,0.711343919,0.063886075,55.59792162,78.15898916,0.833333333,0.733333333,0.7,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:42:56.203861,30155,131205,54,56,3780,386,1996,2977,641,947,0,0,794,70,0.677724824,0.065742515,56.98561222,84.08370214,0.833333333,0.733333333,0.7,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:42:57.228432,28573,14581,61,51,10834,9788,10585,19007,5819,3784,0,0,818,70,0.702741501,0.066638383,57.65552879,82.04372257,0.833333333,0.733333333,0.666666667,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:42:58.252098,70960,61414,40,44,7498,2634,1082,2703,2001,385,0,0,904,69,0.706307639,0.063083507,54.87424006,77.6916984,0.833333333,0.733333333,0.666666667,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:42:59.272070,16832,22916,50,38,4056,13505,4249,17147,3443,2013,0,0,762,69,0.707981439,0.065694395,56.75557731,80.16534637,0.8,0.7,0.666666667,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:43:00.289744,14166,18900,61,60,10907,22141,3668,8722,5051,2938,0,0,900,69,0.673776194,0.065398584,56.66133308,84.09518417,0.8,0.7,0.666666667,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:43:01.309349,4523,25602,80,80,16593,10687,5033,10348,11602,2387,0,0,916,69,0.694022972,0.06581969,57.18414699,82.39517897,0.8,0.7,0.666666667,0.533333333,0.533333333,0,0,0,4,
2023-07-12_17:43:02.332284,17384,68235,67,75,4654,1471,564,2606,1266,317,0,0,888,68,0.677679019,0.064505871,55.93949112,82.54570312,0.8,0.7,0.633333333,0.5,0.5,0,0,0,4,
2023-07-12_17:43:03.358415,7034,14926,61,84,14820,5286,3393,7855,9095,1277,0,0,862,68,0.682247445,0.063342334,54.7911185,80.30974519,0.833333333,0.733333333,0.633333333,0.5,0.5,0,0,0,4,
2023-07-12_17:43:04.380886,28093,21308,64,74,12536,3241,7249,13132,6881,2361,0,0,934,69,0.687873159,0.063937384,55.54453669,80.74822513,0.833333333,0.733333333,0.633333333,0.5,0.5,0,0,0,4,
2023-07-12_17:43:05.409249,47584,21146,60,57,6014,10486,4963,13864,4823,3110,0,0,786,68,0.677970177,0.063859987,55.18780058,81.40151655,0.8,0.7,0.6,0.466666667,0.466666667,0,0,0,5,100
2023-07-12_17:43:06.432618,88558,414578,53,64,29300,32063,12429,7164,4093,3696,0,0,892,68,0.66077073,0.063993295,55.32433662,83.72697831,0.8,0.7,0.6,0.466666667,0.466666667,60.68533766,119.2912817,0.508715614,5,
2023-07-12_17:43:07.456832,5525,7785,51,57,2530,2303,1257,2687,899,767,0,0,848,68,0.659805145,0.064121727,55.38407312,83.94004428,0.8,0.733333333,0.633333333,0.5,0.466666667,61.8636986,118.7809913,0.520821538,5,
2023-07-12_17:43:08.483635,49758,55689,48,53,3109,10442,7751,12944,16964,7202,0,0,756,68,0.681190584,0.067709105,58.15309297,85.36978388,0.8,0.733333333,0.633333333,0.533333333,0.5,61.22651382,111.6912131,0.548176639,5,
2023-07-12_17:43:09.508890,19921,46951,51,57,8317,10001,4081,12505,3011,2783,0,0,886,69,0.680844551,0.066508661,57.24178738,84.07467945,0.8,0.733333333,0.633333333,0.566666667,0.533333333,60.04237114,113.6413497,0.528349683,5,
2023-07-12_17:43:10.534588,19356,21076,61,51,2154,4403,2145,3387,4169,334,0,0,912,69,0.69025239,0.067207536,57.9239348,83.91703621,0.8,0.733333333,0.6,0.533333333,0.5,60.82186978,117.2696182,0.518649849,5,
2023-07-12_17:43:11.560453,78716,93000,48,50,11647,33391,13865,6287,8472,3221,0,0,806,70,0.687559952,0.067494265,57.92807801,84.25167552,0.8,0.733333333,0.6,0.566666667,0.533333333,63.26488025,123.7068434,0.511409705,5,
2023-07-12_17:43:12.587387,36992,23758,35,60,14286,10683,5031,2948,737,1172,0,0,898,70,0.673815629,0.067135529,57.80369077,85.78561892,0.8,0.733333333,0.6,0.566666667,0.533333333,64.45770968,123.8306427,0.520531173,5,
2023-07-12_17:43:13.604213,32400,67541,34,53,4729,7418,6274,9850,7861,3093,0,0,922,70,0.684136768,0.068032655,58.7484657,85.87239932,0.8,0.733333333,0.566666667,0.566666667,0.533333333,64.98783801,122.1710441,0.531941414,5,
2023-07-12_17:43:14.623664,14300,23666,29,64,13576,3976,1772,3124,1506,226,0,0,846,69,0.675972884,0.068153526,58.82558023,87.02357984,0.8,0.766666667,0.6,0.6,0.566666667,64.38950552,116.1576558,0.554328555,5,
2023-07-12_17:43:15.644699,31082,12018,47,53,3815,1805,9942,15138,5793,4081,0,0,886,70,0.669533428,0.063950023,55.43188012,82.79180369,0.833333333,0.766666667,0.6,0.6,0.566666667,62.26378242,116.2260199,0.535712936,5,
2023-07-12_17:43:16.665394,16018,7520,67,43,1386,5566,4039,12730,6783,3494,0,0,890,69,0.671456353,0.064061894,55.58437031,82.7818071,0.8,0.733333333,0.566666667,0.566666667,0.533333333,62.82225227,121.4148499,0.517418193,5,
2023-07-12_17:43:17.685509,11236,28871,70,44,1769,3439,2169,6912,4115,3166,0,0,764,69,0.681228441,0.067821825,58.60257863,86.02485607,0.833333333,0.766666667,0.6,0.6,0.566666667,66.11118931,128.7277494,0.513573721,5,
2023-07-12_17:43:18.706458,17357,6736,81,40,6980,13043,3743,13853,3123,2633,0,0,876,69,0.673459766,0.067837333,58.6250231,87.05052041,0.866666667,0.8,0.633333333,0.633333333,0.6,67.66729243,128.4393825,0.526842243,5,
2023-07-12_17:43:19.726489,19212,78721,70,54,4834,8900,1480,4316,4078,1258,0,0,882,69,0.700862883,0.065555406,56.86275876,81.13250125,0.833333333,0.766666667,0.6,0.6,0.566666667,67.84128102,123.9732747,0.547225047,5,
2023-07-12_17:43:20.745460,8981,47294,64,60,4508,1500,3499,3076,1663,1411,0,0,784,70,0.691449816,0.061911993,53.17827459,76.90836464,0.833333333,0.766666667,0.6,0.6,0.566666667,64.27464584,118.4620723,0.542575734,5,
2023-07-12_17:43:21.767796,18585,26716,63,60,4056,4263,3977,9095,5302,2708,0,0,892,70,0.656390871,0.0604129,52.08800246,79.35515975,0.833333333,0.766666667,0.6,0.6,0.566666667,64.31121647,123.8916969,0.519092224,5,
2023-07-12_17:43:22.794069,19758,12432,63,50,979,5547,10201,8071,6709,1498,0,0,944,69,0.681963644,0.061654663,53.4176001,78.32910236,0.833333333,0.766666667,0.633333333,0.633333333,0.6,65.13132407,126.9504078,0.51304541,5,
2023-07-12_17:43:23.818316,7994,98289,63,53,3974,6641,2695,2395,1551,753,0,0,864,69,0.664341222,0.061220358,52.95969117,79.71760503,0.833333333,0.766666667,0.633333333,0.633333333,0.6,67.35942412,131.7700387,0.511189226,5,
2023-07-12_17:43:24.842251,16850,47684,64,44,2390,1023,3037,5080,2693,512,0,0,870,69,0.695806231,0.060889545,52.61668514,75.61973835,0.833333333,0.766666667,0.633333333,0.633333333,0.6,70.00334342,134.4785043,0.520554149,5,
2023-07-12_17:43:25.862692,22833,59522,64,44,4240,6505,3875,13618,6368,4574,0,0,958,68,0.708098322,0.059367924,51.6896723,72.99787432,0.833333333,0.766666667,0.633333333,0.633333333,0.6,71.04805146,134.5530022,0.528030221,5,
2023-07-12_17:43:26.882669,80759,50748,60,56,39174,27490,12762,22289,10726,1402,0,0,976,67,0.750981419,0.062794443,54.83210738,73.01393348,0.833333333,0.733333333,0.6,0.6,0.566666667,71.65722792,134.6961956,0.531991476,5,
